batch_id,machine_id,shift,operator_experience_years,melt_temperature_c,mold_temperature_c,injection_pressure_bar,injection_speed_mm_s,screw_speed_rpm,back_pressure_bar,hold_pressure_bar,hold_time_s,cooling_time_s,cycle_time_s,material_moisture_pct,ambient_humidity_pct,part_weight_g,defect,defect_type
B102442,M1,Night,1.4,222.55,37.28,134.81,48.54,90.0,14.7,80.42,7.42,13.7,26.9,0.0406,45.35,50.579,1,burn_mark
B102443,M3,Evening,9.1,239.65,45.16,127.43,32.82,119.6,6.95,70.82,4.28,17.13,24.17,0.0485,44.71,51.199,0,none
B102444,M2,Night,1.3,231.3,70.73,121.38,49.63,134.9,11.31,76.65,3.93,15.35,26.85,0.0087,52.62,50.022,0,none
B102445,M3,Day,9.5,229.41,63.91,126.88,45.61,89.2,15.96,98.7,5.91,24.12,35.38,0.0434,38.01,50.734,0,none
B102446,M1,Night,5.0,223.97,71.24,118.31,85.19,95.1,18.76,63.86,3.81,17.88,27.8,0.109,43.98,49.005,1,burn_mark
B102447,M2,Day,7.0,244.48,55.1,126.03,93.97,103.9,23.4,55.3,2.58,17.98,28.82,0.0077,40.63,49.571,1,flash
B102448,M3,Evening,1.8,239.56,52.91,130.9,59.24,114.7,12.29,72.33,4.27,15.82,24.9,0.0422,55.72,50.581,1,burn_mark
B102449,M3,Evening,7.5,240.01,42.52,125.15,38.93,137.3,10.54,74.23,6.13,14.87,27.02,0.0463,55.87,50.34,1,burn_mark
B102450,M3,Day,10.7,228.66,58.5,124.36,71.07,111.8,16.09,80.46,7.83,8.76,23.08,0.1228,62.68,49.737,0,none
B102451,M4,Evening,3.8,236.76,53.04,140.89,45.28,121.4,21.48,63.54,4.44,9.69,21.22,0.0361,46.65,50.798,0,none
B102452,M3,Evening,4.6,221.62,52.65,96.04,51.76,176.2,20.13,60.04,5.31,16.89,28.21,0.1048,41.92,49.127,0,none
B102453,M4,Day,8.8,233.7,71.18,108.03,50.57,96.1,9.86,51.6,5.73,16.27,29.18,0.005,35.31,49.563,0,none
B102454,M3,Night,8.9,209.72,53.74,120.4,52.49,103.7,13.44,53.59,4.53,16.92,27.03,0.0731,52.71,48.946,0,none
B102455,M3,Evening,0.0,219.32,68.31,109.05,54.68,137.0,17.4,65.01,4.41,20.71,31.66,0.0292,63.97,49.869,0,none
B102456,M3,Day,15.1,231.78,39.12,114.06,40.3,144.7,17.68,68.6,6.0,16.46,28.88,0.0695,49.25,49.772,0,none
B102457,M1,Evening,9.1,258.75,81.88,139.32,49.47,130.4,16.37,94.78,3.7,14.26,23.87,0.0345,50.27,51.184,0,none
B102458,M2,Day,9.8,216.99,51.27,117.77,75.3,165.2,12.21,49.69,4.35,14.95,25.62,0.0757,49.94,49.462,0,none
B102459,M3,Day,6.4,222.56,62.07,92.56,59.5,127.9,16.33,74.02,5.2,17.22,27.54,0.0304,52.54,49.543,1,short_shot
B102460,M5,Evening,0.0,237.17,63.66,113.65,61.88,70.6,17.72,61.29,5.98,14.1,25.79,0.0116,59.97,49.539,0,none
B102461,M3,Day,9.7,252.69,50.03,120.87,26.52,122.4,10.27,72.67,3.23,21.32,29.26,0.0573,69.19,50.388,0,none
B102462,M1,Day,4.7,237.02,63.19,120.6,74.22,105.7,19.32,63.36,5.3,15.94,26.81,0.019,54.98,49.928,0,none
B102463,M3,Evening,9.2,242.02,63.71,128.34,49.72,154.6,17.97,82.42,3.56,17.26,27.96,0.0066,55.64,50.24,0,none
B102464,M1,Day,6.1,231.62,47.87,127.12,76.86,144.1,11.03,82.35,4.47,11.92,22.81,0.0262,47.61,51.134,0,none
B102465,M4,Night,8.0,229.89,47.99,117.92,62.31,80.3,17.7,68.64,6.68,21.32,34.32,0.0182,48.92,49.449,0,none
B102466,M4,Night,3.9,235.82,55.45,102.1,51.57,153.8,17.25,87.27,5.39,23.19,32.99,0.0267,48.79,50.03,0,none
B102467,M3,Day,10.5,228.42,53.85,113.38,34.83,143.5,17.4,79.12,8.0,9.18,23.51,0.018,46.34,50.081,0,none
B102468,M3,Evening,2.2,242.24,68.93,110.66,92.62,111.9,20.3,86.71,5.39,18.0,29.33,0.0123,51.28,49.514,0,none
B102469,M2,Day,16.0,218.94,62.03,115.72,72.05,118.0,13.96,69.48,6.95,15.46,28.95,0.0476,56.25,49.172,0,none
B102470,M2,Evening,16.0,243.9,54.3,130.37,72.95,154.8,15.33,81.42,6.69,17.42,31.5,0.0246,50.64,50.938,0,none
B102471,M5,Day,13.5,235.39,61.06,126.06,87.28,70.7,3.45,60.78,5.48,18.26,29.33,0.0473,47.19,49.859,0,none
B102472,M4,Night,12.1,232.85,34.53,132.36,63.36,131.1,18.46,59.56,3.53,4.83,14.04,0.0295,51.26,49.853,1,warpage
B102473,M3,Day,6.7,218.57,48.85,114.24,80.29,147.3,18.08,96.16,5.34,19.8,32.06,0.0652,40.4,49.705,0,none
B102474,M2,Evening,11.7,225.2,57.88,142.63,52.82,117.8,19.42,56.97,4.7,21.56,31.66,0.0273,58.03,50.058,0,none
B102475,M1,Day,6.6,246.99,66.15,130.09,71.06,136.2,10.25,64.77,4.64,22.12,32.85,0.025,45.87,50.576,1,burn_mark
B102476,M1,Day,0.8,232.91,57.0,121.68,50.55,122.6,17.85,47.22,5.73,11.28,21.01,0.1499,38.45,49.981,1,burn_mark
B102477,M1,Evening,13.0,237.78,69.58,129.05,52.44,100.4,18.07,59.85,3.33,15.85,24.86,0.1838,54.62,50.37,0,none
B102478,M2,Evening,11.5,226.2,63.68,109.86,61.46,99.8,11.4,58.07,4.19,13.31,24.8,0.005,55.11,49.4,0,none
B102479,M5,Night,6.9,234.71,50.12,88.37,40.99,137.8,18.22,61.96,3.98,6.42,16.74,0.0166,41.4,49.295,1,short_shot
B102480,M3,Day,2.1,221.28,53.6,110.9,64.94,104.1,15.85,73.6,5.12,12.9,24.92,0.1011,56.24,48.967,0,none
B102481,M1,Day,4.7,236.0,59.08,131.21,55.32,81.9,7.21,76.49,4.35,10.58,21.88,0.2739,56.34,50.624,0,none
B102482,M1,Day,0.0,238.71,50.51,121.2,30.19,123.1,16.34,57.92,4.45,17.67,29.47,0.1015,69.75,50.522,0,none
B102483,M2,Day,10.8,238.21,70.31,117.95,53.14,107.2,10.93,60.52,5.7,7.84,19.2,0.0568,47.65,49.946,1,warpage
B102484,M4,Night,0.6,225.96,43.91,107.28,54.82,90.0,7.3,83.0,4.83,11.1,22.88,0.0211,49.46,49.813,1,burn_mark
B102485,M2,Night,8.1,231.58,58.16,90.66,72.79,121.8,15.47,90.46,5.51,13.4,27.16,0.0714,43.93,49.127,0,none
B102486,M4,Night,3.6,240.37,62.35,141.37,64.28,139.2,13.74,85.07,3.83,19.85,29.65,0.0925,54.94,50.781,1,short_shot
B102487,M4,Day,1.3,232.89,51.87,116.88,81.71,120.5,19.62,50.24,4.26,29.89,38.83,0.0694,49.95,49.079,0,none
B102488,M1,Evening,8.0,232.13,49.61,113.56,67.8,93.3,14.73,84.27,8.56,17.52,31.48,0.1205,59.88,50.049,1,burn_mark
B102489,M3,Evening,5.7,254.03,54.24,109.93,51.69,132.0,17.11,92.24,4.45,10.84,21.76,0.0753,45.66,50.341,0,none
B102490,M5,Day,10.4,225.49,63.12,138.82,59.12,145.9,16.04,49.65,2.34,12.6,19.28,0.1571,54.72,49.385,1,burn_mark
B102491,M2,Evening,1.9,245.8,50.0,133.22,54.78,175.3,18.08,82.99,6.01,19.29,30.54,0.2139,47.62,51.15,0,none
B102492,M1,Day,4.0,223.45,44.31,105.49,67.32,156.0,10.45,72.7,4.44,9.27,19.38,0.005,31.58,49.555,0,none
B102493,M5,Day,0.0,241.55,66.51,137.47,60.9,94.9,14.79,66.07,5.87,21.48,33.46,0.0204,56.28,50.659,0,none
B102494,M5,Night,0.0,242.08,58.99,117.82,50.57,141.5,13.44,71.27,5.37,17.37,30.53,0.0779,32.52,49.833,0,none
B102495,M3,Day,14.2,229.9,65.08,110.84,60.13,126.4,16.61,75.32,6.32,15.37,28.39,0.005,48.41,49.581,0,none
B102496,M3,Night,15.3,222.83,62.59,115.6,66.92,91.2,15.02,83.89,5.35,7.58,17.81,0.024,48.56,50.076,0,none
B102497,M1,Day,7.4,215.3,76.8,108.25,44.9,127.1,11.54,83.27,5.16,20.6,35.63,0.0186,49.92,49.778,0,none
B102498,M4,Day,3.7,228.85,66.15,100.19,64.76,168.0,12.65,51.92,7.22,12.19,25.4,0.005,50.47,48.66,0,none
B102499,M2,Day,5.8,240.26,47.76,131.64,36.32,149.9,20.59,62.22,2.17,16.77,23.26,0.1038,50.37,50.964,1,short_shot
B102500,M1,Day,10.5,224.22,59.7,116.69,76.58,94.7,7.22,71.12,3.51,15.21,23.69,0.0299,53.63,49.299,0,none
B102501,M3,Evening,4.9,235.97,49.43,129.26,67.91,120.3,16.84,88.87,4.26,8.08,17.31,0.0102,48.91,49.546,0,none
B102502,M5,Day,8.0,220.24,50.46,124.31,84.44,132.3,18.97,37.27,2.96,14.85,22.46,0.1166,75.0,49.039,1,burn_mark
B102503,M4,Evening,6.9,232.66,40.87,128.23,43.25,76.8,16.32,62.67,4.78,9.95,21.24,0.0096,46.58,50.278,0,none
B102504,M2,Night,4.7,223.53,52.14,89.31,77.0,77.6,21.88,51.67,4.63,12.74,20.71,0.0649,37.77,48.391,0,none
B102505,M1,Day,4.9,234.22,60.45,107.0,74.04,123.9,17.75,53.57,6.96,18.16,32.11,0.0082,35.9,49.27,0,none
B102506,M5,Day,8.2,229.99,54.34,128.54,57.27,124.2,15.54,81.83,5.37,19.51,31.69,0.005,56.58,50.25,0,none
B102507,M5,Evening,3.1,223.1,44.01,100.88,54.35,74.0,12.13,63.62,5.18,15.91,26.63,0.0212,34.08,49.536,0,none
B102508,M3,Night,8.8,228.41,39.77,125.6,43.72,129.7,15.61,42.0,4.93,11.58,23.43,0.1201,37.9,49.194,1,burn_mark
B102509,M3,Evening,5.1,225.66,76.12,99.14,39.81,147.2,16.73,68.1,3.92,12.76,21.59,0.0728,36.46,49.39,1,burn_mark
B102510,M2,Day,7.5,221.86,58.25,120.25,48.73,114.5,14.01,94.43,6.84,12.68,24.67,0.0369,54.57,50.193,0,none
B102511,M2,Evening,12.5,245.83,46.76,144.15,41.16,121.5,11.03,48.32,7.32,5.31,19.18,0.196,63.31,50.994,1,burn_mark
B102512,M1,Evening,6.3,231.4,59.62,131.62,83.94,134.3,9.18,76.4,3.68,16.37,25.84,0.102,40.56,49.905,0,none
B102513,M1,Day,10.7,212.98,76.89,92.24,37.47,131.0,14.74,88.81,7.93,7.67,20.97,0.0265,54.22,49.463,1,burn_mark
B102514,M1,Day,0.0,228.77,61.2,132.73,62.23,78.3,8.08,69.41,4.49,16.38,26.76,0.005,25.0,50.284,0,none
B102515,M4,Night,5.1,244.15,27.13,147.33,66.54,97.4,12.11,93.14,4.37,8.7,20.39,0.005,42.55,51.423,1,short_shot
B102516,M1,Day,7.1,227.39,81.52,161.96,65.36,110.1,4.27,62.08,6.21,9.97,23.46,0.1192,56.02,50.677,1,short_shot
B102517,M1,Day,14.7,249.98,36.51,127.13,66.68,98.5,17.33,87.35,6.34,19.34,32.11,0.1463,46.88,50.847,0,none
B102518,M3,Day,0.0,226.43,52.94,99.53,74.2,156.7,18.62,84.52,5.39,16.12,27.16,0.0405,59.94,49.416,1,short_shot
B102519,M1,Evening,6.6,240.03,43.67,126.52,53.31,135.9,14.32,69.61,4.98,6.58,18.08,0.0574,27.67,50.45,1,warpage
B102520,M1,Evening,12.8,245.37,47.6,143.94,61.31,92.3,21.33,52.15,7.26,13.21,25.6,0.005,42.65,51.055,0,none
B102521,M3,Day,3.9,239.5,57.84,117.19,55.6,114.6,19.39,57.98,4.57,17.31,29.04,0.0702,54.53,49.828,0,none
B102522,M2,Evening,6.1,221.26,34.29,135.65,79.54,148.3,15.92,41.87,5.4,12.9,25.25,0.0675,54.4,49.157,0,none
B102523,M3,Evening,8.3,225.58,54.1,107.41,91.5,103.8,13.55,77.13,8.04,14.28,30.26,0.0475,55.17,49.995,1,burn_mark
B102524,M5,Day,7.7,246.7,66.47,125.59,42.09,141.3,12.6,75.69,3.49,17.22,25.91,0.1102,52.08,50.979,1,burn_mark
B102525,M1,Night,13.3,226.95,46.57,82.66,29.53,154.6,16.25,70.95,4.81,16.22,26.11,0.1366,38.56,49.312,0,none
B102526,M5,Day,8.8,244.76,41.1,105.74,68.54,150.4,13.44,68.53,7.04,11.04,24.63,0.1026,42.21,49.54,1,burn_mark
B102527,M5,Day,12.3,230.7,53.61,119.91,76.06,124.5,16.19,86.29,6.29,16.11,28.13,0.0875,73.16,50.357,0,none
B102528,M4,Night,5.6,236.41,51.62,114.55,89.35,151.3,16.49,73.57,6.84,14.56,28.4,0.0131,37.41,48.916,0,none
B102529,M3,Night,4.0,221.14,49.05,100.49,71.07,106.9,13.08,63.34,3.52,24.62,35.45,0.1268,35.84,49.504,0,none
B102530,M3,Day,6.1,228.92,43.12,112.51,80.94,182.1,18.38,71.77,5.98,15.48,29.17,0.0077,56.8,49.824,0,none
B102531,M3,Night,2.4,226.25,60.19,124.94,84.9,126.0,13.09,94.57,5.07,16.67,27.81,0.005,39.41,50.197,0,none
B102532,M3,Evening,8.9,237.26,60.95,118.71,81.97,148.7,14.09,77.47,8.91,17.3,33.09,0.0343,67.92,50.229,0,none
B102533,M1,Day,5.5,235.93,44.34,120.91,73.22,110.9,10.09,65.32,6.71,14.39,26.59,0.1303,75.0,50.032,0,none
B102534,M5,Night,4.3,239.63,45.73,130.98,40.77,132.5,12.92,69.47,5.47,12.4,24.08,0.0417,47.59,50.227,0,none
B102535,M3,Night,9.0,230.09,56.36,114.85,59.87,133.6,22.63,75.56,5.93,18.3,30.17,0.0193,53.09,49.947,0,none
B102536,M4,Day,2.4,225.7,45.35,140.39,64.5,96.8,10.4,64.95,5.58,18.34,29.81,0.0406,31.75,50.457,0,none
B102537,M2,Evening,10.1,236.83,56.79,105.16,58.5,96.0,15.75,63.89,6.55,26.41,40.79,0.005,60.32,49.428,0,none
B102538,M1,Day,5.1,224.7,69.68,148.92,59.43,114.9,12.18,69.86,4.22,19.71,28.59,0.0525,27.61,50.639,1,burn_mark
B102539,M3,Day,11.6,245.78,54.4,136.7,83.51,147.6,5.14,88.23,7.55,19.8,33.34,0.0359,36.6,51.108,0,none
B102540,M3,Night,5.4,233.85,42.86,114.66,48.65,74.2,16.24,79.49,3.51,19.59,29.16,0.0535,51.19,50.188,0,none
B102541,M2,Evening,9.5,231.74,58.92,115.66,71.99,110.9,11.78,65.09,5.81,12.55,25.0,0.005,55.48,50.26,1,flash
B102542,M2,Evening,7.7,239.62,53.22,123.1,64.75,152.7,15.28,80.43,4.26,9.71,18.88,0.1752,35.16,50.095,0,none
B102543,M1,Evening,10.0,234.24,53.5,128.98,47.14,89.2,17.96,70.1,5.56,10.98,22.25,0.0321,44.57,50.532,0,none
B102544,M3,Evening,7.4,218.42,59.75,136.42,43.85,151.3,14.94,74.14,6.98,19.44,31.83,0.0255,33.38,50.166,0,none
B102545,M2,Day,0.3,224.39,61.91,99.89,34.48,91.8,15.31,73.04,2.93,23.11,29.79,0.0093,46.83,49.791,0,none
B102546,M5,Night,11.0,245.58,55.36,126.56,67.28,97.1,10.53,44.68,5.25,19.67,32.08,0.0272,41.99,49.386,0,none
B102547,M1,Evening,6.6,235.84,54.39,88.25,59.05,116.3,16.83,35.0,3.34,15.17,23.04,0.1158,43.64,48.471,1,short_shot
B102548,M2,Evening,10.2,218.18,75.64,117.34,47.61,166.8,13.24,72.72,5.08,24.38,33.86,0.1289,56.51,50.259,1,burn_mark
B102549,M2,Evening,9.8,238.52,67.01,141.81,31.86,104.0,6.01,59.77,3.34,13.78,24.07,0.0533,52.82,50.802,0,none
B102550,M3,Day,3.9,229.41,63.34,98.74,66.49,76.7,17.31,50.33,5.74,10.26,21.67,0.0176,55.61,48.473,0,none
B102551,M2,Day,3.3,226.26,56.31,96.01,57.39,85.0,18.53,60.14,4.86,17.26,27.83,0.0821,48.71,49.309,0,none
B102552,M3,Day,9.6,223.55,44.94,123.31,49.29,143.3,19.92,81.1,6.62,22.46,34.8,0.0142,57.17,50.383,0,none
B102553,M5,Day,5.8,245.0,66.27,140.81,45.54,86.1,22.68,74.29,7.34,11.78,26.2,0.0409,49.65,50.975,1,burn_mark
B102554,M2,Evening,10.7,215.35,56.44,124.88,56.42,149.7,17.09,79.26,5.52,7.48,18.44,0.1,45.09,49.734,1,burn_mark
B102555,M3,Night,6.3,226.62,49.23,91.43,67.05,121.7,16.06,75.44,6.84,16.19,29.62,0.0726,55.71,48.492,1,short_shot
B102556,M1,Day,11.1,236.2,52.57,94.75,55.05,119.2,18.37,58.97,7.57,19.86,32.29,0.0267,45.77,49.878,0,none
B102557,M2,Day,8.7,250.78,45.34,121.47,42.17,127.4,10.45,79.32,4.12,4.0,14.45,0.0516,46.71,50.445,1,warpage
B102558,M2,Evening,8.2,240.54,65.57,102.31,59.13,100.0,7.31,77.03,7.65,20.89,35.44,0.2081,60.68,49.354,1,burn_mark
B102559,M1,Day,5.5,226.54,61.83,122.05,75.68,123.4,12.09,68.59,5.44,9.17,22.02,0.1039,59.74,49.86,0,none
B102560,M3,Night,7.9,250.29,56.82,122.94,60.6,90.2,19.11,70.71,4.03,19.62,28.11,0.0211,47.03,49.969,0,none
B102561,M3,Day,11.8,221.45,54.57,112.65,61.03,153.7,11.36,79.51,5.95,6.02,17.67,0.0417,58.73,49.931,1,burn_mark
B102562,M4,Day,6.8,237.65,48.19,147.22,55.11,94.3,15.86,61.01,5.39,8.63,21.62,0.0417,37.22,51.198,1,short_shot
B102563,M3,Day,9.1,239.88,33.7,128.86,46.66,131.0,16.29,83.05,3.39,19.09,29.4,0.005,47.09,50.363,0,none
B102564,M3,Night,7.2,226.19,40.87,138.17,46.16,94.1,14.98,76.78,3.85,22.08,31.73,0.023,42.48,50.583,0,none
B102565,M2,Day,7.5,241.98,47.57,133.81,35.07,106.7,8.89,70.03,7.96,15.95,29.91,0.0155,49.98,50.92,0,none
B102566,M1,Evening,13.9,229.86,46.07,117.75,77.72,110.7,15.37,88.37,5.92,27.98,40.19,0.0299,57.35,49.619,0,none
B102567,M1,Day,11.8,241.95,57.89,117.08,66.94,194.5,12.31,54.47,7.72,10.89,24.24,0.0343,55.56,49.318,0,none
B102568,M3,Day,7.3,216.6,63.11,115.54,61.24,119.6,20.81,64.48,4.88,10.82,22.25,0.0169,54.2,49.426,1,burn_mark
B102569,M5,Night,7.9,238.35,53.72,130.22,64.43,99.5,18.55,61.81,4.3,14.49,25.28,0.0639,51.37,50.835,0,none
B102570,M1,Day,4.2,230.88,69.09,110.24,65.09,108.9,12.45,74.3,2.98,14.25,22.11,0.0123,48.41,49.382,1,short_shot
B102571,M3,Day,6.3,246.5,47.17,145.88,48.98,82.4,21.06,84.19,6.95,17.42,29.88,0.0713,62.01,51.244,1,burn_mark
B102572,M4,Evening,8.2,234.56,53.64,108.81,55.12,115.9,15.37,58.2,6.12,12.29,23.95,0.0318,34.53,50.338,0,none
B102573,M4,Night,10.4,247.49,54.49,123.22,52.89,166.3,7.31,105.0,4.89,18.84,29.47,0.0178,43.33,51.333,0,none
B102574,M3,Day,10.0,240.08,65.92,116.56,97.67,128.4,13.69,62.05,4.31,18.72,29.3,0.0317,54.11,48.844,1,flash
B102575,M3,Day,2.6,233.72,56.06,113.24,75.3,142.6,20.54,74.33,7.19,24.07,37.44,0.0507,65.28,49.63,0,none
B102576,M3,Night,10.9,242.88,56.34,152.59,62.52,97.3,10.72,70.03,5.23,13.55,24.06,0.0088,46.54,51.276,0,none
B102577,M5,Evening,6.6,242.94,38.45,113.41,80.49,114.9,13.73,70.55,5.25,17.68,30.28,0.0144,47.39,50.234,0,none
B102578,M1,Night,3.1,239.72,46.0,115.43,78.6,125.1,8.56,60.49,4.6,19.03,29.63,0.0461,37.1,50.045,0,none
B102579,M5,Night,12.3,212.08,65.96,110.04,39.29,101.9,9.2,82.81,4.89,15.96,28.32,0.0246,44.58,50.017,0,none
B102580,M1,Evening,12.9,225.17,34.25,120.62,56.66,130.0,10.66,59.75,6.33,14.94,28.71,0.052,57.08,49.95,1,burn_mark
B102581,M4,Day,8.1,248.84,68.43,118.48,59.76,135.4,9.09,48.77,3.38,5.68,14.0,0.0998,65.79,49.285,1,burn_mark
B102582,M1,Day,9.8,222.44,60.0,103.21,69.17,133.6,11.53,56.54,5.62,16.42,27.55,0.005,47.07,48.705,0,none
B102583,M1,Evening,10.1,243.82,47.52,113.63,56.64,116.2,20.95,87.34,6.93,18.98,31.49,0.0464,42.01,49.868,0,none
B102584,M1,Evening,12.6,242.06,46.68,129.15,58.52,147.3,13.86,85.01,5.37,15.71,27.4,0.1181,50.7,51.056,0,none
B102585,M2,Night,9.9,227.74,73.96,135.4,53.08,113.6,17.14,45.91,7.08,12.09,25.9,0.0189,33.85,50.073,1,burn_mark
B102586,M2,Evening,1.7,215.05,69.11,120.36,75.73,111.3,18.37,79.76,7.51,7.6,21.26,0.0681,62.36,49.787,1,burn_mark
B102587,M1,Day,15.0,229.31,53.81,120.88,38.35,156.0,9.57,46.22,6.86,18.27,30.57,0.0343,37.69,50.222,0,none
B102588,M2,Evening,11.3,255.78,56.35,114.59,53.59,92.3,10.67,69.67,4.69,16.17,28.51,0.0125,53.14,50.395,0,none
B102589,M2,Evening,5.0,226.37,48.54,112.46,32.34,77.4,17.06,55.51,5.45,22.95,33.96,0.0636,52.99,50.029,0,none
B102590,M4,Evening,2.9,227.06,56.35,106.21,44.56,98.3,11.46,80.69,6.02,8.75,21.51,0.1143,56.28,50.1,1,warpage
B102591,M5,Night,9.0,225.02,48.26,96.65,64.76,129.7,16.8,76.66,4.8,13.65,24.41,0.0161,52.56,49.534,0,none
B102592,M3,Evening,5.9,247.15,54.21,109.46,65.04,152.1,20.71,81.75,4.75,9.39,20.07,0.005,50.03,49.686,0,none
B102593,M1,Day,8.3,232.57,73.1,133.56,55.3,103.5,8.18,66.46,4.66,21.13,32.46,0.0125,54.29,50.687,0,none
B102594,M2,Evening,10.0,228.74,54.04,113.63,76.86,165.4,12.57,67.7,9.32,22.2,39.05,0.1102,58.35,49.666,0,none
B102595,M5,Evening,4.7,249.13,44.52,114.81,80.31,120.7,13.21,52.01,5.09,25.61,37.01,0.0259,67.96,49.35,0,none
B102596,M1,Night,2.5,240.79,41.34,114.52,58.96,117.1,11.89,57.63,7.1,18.61,31.22,0.0371,38.97,49.925,1,burn_mark
B102597,M2,Evening,8.5,225.81,56.27,138.67,63.76,98.8,11.57,81.38,4.2,19.95,31.62,0.0289,31.61,51.062,0,none
B102598,M5,Evening,4.9,222.76,47.39,106.07,53.21,168.8,12.03,74.41,8.05,18.18,32.73,0.1324,34.53,49.52,1,burn_mark
B102599,M5,Evening,7.6,246.58,57.47,124.16,69.4,116.2,13.94,71.25,4.93,18.87,29.97,0.0728,31.87,49.967,0,none
B102600,M2,Evening,1.6,235.17,38.8,118.97,42.09,86.7,14.66,85.15,5.58,16.25,28.85,0.0159,38.0,50.208,1,burn_mark
B102601,M3,Day,6.0,219.51,61.9,121.02,86.94,181.4,17.81,54.4,2.75,19.09,28.17,0.0771,36.73,48.728,0,none
B102602,M2,Night,9.9,217.17,44.4,123.67,77.1,129.8,13.9,78.64,7.17,26.7,42.33,0.0051,45.84,49.785,1,burn_mark
B102603,M4,Night,9.4,223.84,55.46,120.86,42.02,140.0,18.47,55.85,7.5,17.09,30.6,0.0551,58.55,49.962,0,none
B102604,M1,Evening,3.8,222.61,51.62,131.9,48.16,162.0,11.63,87.73,3.72,16.12,26.99,0.0191,56.26,51.251,1,burn_mark
B102605,M1,Evening,2.3,214.54,72.18,119.56,66.32,135.4,9.19,76.53,7.26,16.99,30.69,0.0267,43.78,49.465,1,burn_mark
B102606,M3,Day,7.1,224.0,56.71,146.17,54.93,144.4,12.78,81.57,3.49,15.25,25.19,0.0137,44.64,51.028,0,none
B102607,M1,Evening,9.2,225.81,74.45,120.67,68.17,121.4,15.85,61.58,6.45,17.23,29.32,0.0349,70.11,49.64,1,burn_mark
B102608,M3,Evening,8.6,230.37,60.61,94.45,54.61,138.3,17.44,96.19,5.07,15.09,25.8,0.0132,55.95,49.739,0,none
B102609,M2,Evening,5.0,251.93,69.25,129.57,82.87,119.1,19.84,93.98,7.5,21.72,35.72,0.005,51.73,50.257,1,burn_mark
B102610,M5,Day,8.2,232.33,52.91,125.88,60.12,119.5,15.16,75.16,5.87,21.22,32.23,0.1296,51.22,49.885,1,burn_mark
B102611,M4,Evening,13.0,233.32,58.46,120.49,96.31,123.0,17.01,84.1,6.9,26.83,39.15,0.0949,47.11,50.544,0,none
B102612,M2,Day,7.8,240.09,67.19,116.11,69.04,110.1,19.48,66.38,7.36,15.88,29.25,0.0372,70.03,50.15,0,none
B102613,M4,Evening,0.5,232.63,64.05,88.28,39.76,132.6,10.88,54.78,5.06,17.44,29.75,0.0095,48.1,49.01,1,short_shot
B102614,M2,Evening,7.8,239.0,60.31,90.8,91.3,132.5,13.16,79.55,5.46,17.23,28.77,0.0237,51.49,49.224,1,short_shot
B102615,M2,Day,15.2,237.81,51.72,144.71,76.48,140.5,25.08,58.97,3.83,17.0,26.9,0.0857,33.51,50.658,0,none
B102616,M1,Evening,1.9,236.23,53.41,111.22,65.7,136.0,17.43,85.72,5.05,21.65,31.64,0.0297,43.64,49.855,0,none
B102617,M5,Night,7.1,262.66,66.38,134.48,69.7,170.0,16.04,82.57,8.39,7.88,23.96,0.094,44.49,50.862,1,burn_mark
B102618,M4,Evening,6.1,244.11,68.46,95.95,42.16,146.3,17.57,72.82,6.63,18.3,32.04,0.0249,54.86,49.435,1,short_shot
B102619,M5,Day,7.4,224.18,49.07,104.3,32.93,114.8,8.66,72.15,3.93,25.98,37.13,0.0416,42.25,49.739,1,burn_mark
B102620,M5,Evening,7.8,238.7,47.56,130.18,59.37,131.3,11.41,81.87,7.95,22.81,35.31,0.0921,50.48,50.202,0,none
B102621,M5,Day,11.6,227.08,45.96,118.46,80.68,155.3,9.95,73.29,6.08,22.24,34.68,0.0369,43.94,49.462,0,none
B102622,M1,Evening,7.3,239.46,63.3,128.07,65.94,96.3,15.67,65.15,6.75,20.21,32.02,0.0256,38.99,50.33,0,none
B102623,M5,Evening,12.1,221.25,45.71,119.8,85.64,170.4,12.52,51.83,6.24,13.02,26.03,0.039,38.59,49.044,1,burn_mark
B102624,M3,Day,6.5,223.92,63.18,116.88,79.82,100.6,14.38,81.51,6.13,12.25,24.7,0.1396,48.27,49.16,1,burn_mark
B102625,M2,Evening,5.6,238.44,60.46,109.8,60.31,142.5,12.76,74.4,2.5,12.29,21.31,0.1254,51.03,49.698,0,none
B102626,M3,Evening,4.3,244.98,49.55,102.09,77.76,120.2,7.49,103.07,7.16,10.31,22.75,0.0106,48.06,50.287,0,none
B102627,M2,Night,0.0,240.03,70.64,141.04,82.84,118.7,17.54,68.85,2.12,20.73,27.81,0.0337,41.67,50.496,0,none
B102628,M2,Day,8.1,243.54,40.38,143.51,58.8,87.4,6.95,73.62,7.02,23.34,35.73,0.081,48.62,50.327,1,short_shot
B102629,M1,Day,15.2,238.74,71.6,104.42,56.79,142.7,11.09,73.91,5.65,18.17,30.13,0.005,46.77,50.06,0,none
B102630,M1,Evening,8.8,236.72,58.19,103.44,62.11,87.8,8.74,77.81,6.75,20.02,32.53,0.0196,39.58,49.578,0,none
B102631,M2,Day,9.7,229.96,34.27,114.78,23.82,83.9,10.48,58.4,5.74,17.47,29.46,0.005,50.83,50.016,0,none
B102632,M5,Evening,5.3,243.13,70.92,125.11,64.21,149.0,14.81,69.07,7.07,18.84,30.89,0.1584,68.1,50.58,1,burn_mark
